142,HNCHNH2,44.05546,,,,,,,,,,,
143,HNCHCN,54.05048,,,,,,,,,,,
144,CH2NCH,41.05162,,,,,,,,,,,
146,H4C4N,66.08086,,,,,,,,,,,
147,CH2NCH3,43.0673,,,,,,,,,,,
148,CH2C3N,64.06518,,,,,,,,,,,
149,CH3C3N,65.07302,,,,,,,,,,,
150,CH3NNH,44.05546,,,,,,,,,,,
151,CH3CNNH,56.06616,,,,,,,,,,,
152,CH3NNCH3,58.08184,,,,,,,,,,,
153,H2CNNH2,44.05546,,,,,,,,,,,
154,CH3NHCH3,45.08298,,,,,,,,,,,
155,CH3CHNH,43.0673,,,,,,,,,,,
156,C4H4NH,67.0887,,,,,,,,,,,
157,C4H6NH,69.10438,,,,,,,,,,,
158,C5H3CN,89.09442,,,,,,,,,,,
159,C3H5CN,67.0887,,,,,,,,,,,
160,C3H6CN,68.09654,,,,,,,,,,,
161,C3H7CN,69.10438,,,,,,,,,,,
162,C3H7C3N,93.12578,,,,,,,,,,,
163,C4N2H2,78.07188,,,,,,,,,,,
164,C4H3CN,77.08372,,,,,,,,,,,
165,C4H4CN,78.09156,,,,,,,,,,,
166,C4H7CN,81.11508,,,,,,,,,,,
167,C6H5CN,103.1208,,,,,,,,,,,
168,C2H5C3N,79.0994,,,,,,,,,,,
169,C2H3C3CN,89.09442,,,,,,,,,,,
170,C2H5C3CN,91.1101,,,,,,,,,,,
171,C2H3C5CN,113.11582,,,,,,,,,,,
172,O,15.999,,,,,,,,,,,
174,O2,31.998,,,,,,,,,,,
177,O3,47.997,,,,,,,,,,,
183,HCO,29.01754,,,,,,,,,,,
184,CO,28.0097,,,,,,,,,,,
185,CO2,44.0087,,,,,,,,,,,
186,OH,17.00684,,,,,,,,,,,
188,H2O,18.01468,,,,,,,,,,,
190,H2O2,34.01368,,,,,,,,,,,
191,HNO,31.01354,,,,,,,,,,,
192,HNO2,47.01254,,,,,,,,,,,
193,HNO3,63.01154,,,,,,,,,,,
194,HNO4,79.01054,,,,,,,,,,,
195,HCCO,41.02824,,,,,,,,,,,
196,H2CO,30.02538,,,,,,,,,,,
197,CH2CO,42.03608,,,,,,,,,,,
198,CH3CHO,44.05176,,,,,,,,,,,
199,CH3CO,43.04392,,,,,,,,,,,
200,HNCO,43.0242,,,,,,,,,,,
201,CH3O,31.03322,,,,,,,,,,,
202,C2H5O,45.0596,,,,,,,,,,,
203,CH3O2,47.03222,,,,,,,,,,,
204,C2H5O2,61.0586,,,,,,,,,,,
205,CH2OH,31.03322,,,,,,,,,,,
206,CH3OH,32.04106,,,,,,,,,,,
207,C2H5OH,46.06744,,,,,,,,,,,
208,CH3OOH,48.04006,,,,,,,,,,,
209,C2H5OOH,62.06644,,,,,,,,,,,
210,C2H2O,42.03608,,,,,,,,,,,
211,C2H2OH,43.04392,,,,,,,,,,,
212,C2H4OH,45.0596,,,,,,,,,,,
213,C2HO,41.02824,,,,,,,,,,,
214,CH2CHO,43.04392,,,,,,,,,,,
215,NCO,42.0164,,,,,,,,,,,
216,CH3NO,45.03992,,,,,,,,,,,
217,N2O,44.0124,,,,,,,,,,,
218,C2O,40.0204,,,,,,,,,,,
219,HO2,33.00584,,,,,,,,,,,
220,NO,30.0057,,,,,,,,,,,
223,NO2,46.0047,,,,,,,,,,,
227,NO3,62.0037,,,,,,,,,,,
228,N2O3,76.0104,,,,,,,,,,,
229,N2O4,92.0094,,,,,,,,,,,
230,N2O5,108.0084,,,,,,,,,,,
